id,centroid_lon,centroid_lat,area_m2,equivalent_diameter_m,perimeter_m,eccentricity,solidity,touches_edge,height_m,shadow_length_m,height_reason,confidence,confidence_bucket,signal_shape,signal_size,signal_separation,signal_shadow,detector_score
192,-5.9487386,39.9310516,16.356,4.563,13.692,0.5562,1.0,False,,,unavailable,0.8205,high,1.0,0.7021,0.7236,0.0,
193,-5.9482973,39.9310662,24.744,5.613,23.2,0.8649,0.8613,False,,,unavailable,0.5547,medium,0.5777,0.717,0.3649,0.0,
194,-5.9501247,39.9310484,28.728,6.048,20.547,0.6485,0.9133,False,,,unavailable,0.667,medium,0.8551,0.351,0.7572,0.0,
195,-5.9486214,39.9310377,4.404,2.368,6.712,0.6916,0.9545,False,,,unavailable,0.6413,medium,1.0,0.3051,0.547,0.0,
196,-5.9509537,39.9310355,11.953,3.901,11.971,0.5209,0.9661,False,,,unavailable,0.8947,high,1.0,0.9587,0.7043,0.0,
197,-5.9508947,39.9310415,3.774,2.192,5.874,0.6124,1.0,False,,,unavailable,0.6194,medium,1.0,0.3642,0.4178,0.0,
198,-5.9487809,39.9310336,7.339,3.057,9.76,0.7484,0.9211,False,,,unavailable,0.6576,medium,0.9682,0.3434,0.5992,0.0,
199,-5.950686,39.9310246,8.807,3.349,10.787,0.6744,0.913,False,,,unavailable,0.8361,high,0.9511,0.9225,0.6116,0.0,
200,-5.9505813,39.9310226,22.228,5.32,20.168,0.7095,0.8618,False,,,unavailable,0.4189,low,0.6867,0.0,0.5165,0.0,
201,-5.9486993,39.9310292,12.372,3.969,11.86,0.5263,0.9672,False,,,unavailable,0.8752,high,1.0,0.9084,0.6923,0.0,
202,-5.9485951,39.931074,108.202,11.737,55.181,0.6667,0.7599,False,,,unavailable,0.2364,low,0.4465,0.0,0.2207,0.0,
203,-5.9483681,39.9310133,35.648,6.737,31.112,0.8874,0.7727,False,,,unavailable,0.2685,low,0.4628,0.0,0.304,0.0,
204,-5.9505373,39.9310232,9.017,3.388,10.944,0.7439,0.9149,False,,,unavailable,0.831,high,0.946,0.9197,0.6044,0.0,
205,-5.9504343,39.9310242,32.502,6.433,21.352,0.3427,0.9012,False,,,unavailable,0.5584,medium,0.8959,0.0,0.7118,0.0,
206,-5.9497088,39.9310287,50.746,8.038,28.966,0.4306,0.903,False,,,unavailable,0.513,medium,0.76,0.0,0.7296,0.0,
207,-5.94888,39.9310195,17.614,4.736,18.13,0.76,0.8155,False,,,unavailable,0.6327,medium,0.6734,0.6363,0.5802,0.0,
208,-5.950079,39.9310202,12.791,4.036,12.998,0.474,0.9385,False,,,unavailable,0.8409,high,0.9514,0.9072,0.6419,0.0,
209,-5.9482598,39.9310168,31.873,6.37,26.199,0.8084,0.8128,True,,,unavailable,0.4082,low,0.5835,0.2846,0.3215,0.0,
210,-5.9487331,39.9310167,9.227,3.427,11.481,0.7099,0.88,False,,,unavailable,0.7718,high,0.8797,0.8798,0.5344,0.0,
211,-5.9485829,39.9310165,14.469,4.292,13.803,0.517,0.92,False,,,unavailable,0.8587,high,0.9544,0.9625,0.6401,0.0,
212,-5.9507965,39.931005,15.098,4.384,13.914,0.5979,0.96,False,,,unavailable,0.7164,high,0.98,0.4899,0.6267,0.0,
213,-5.950658,39.9310086,6.081,2.783,8.844,0.6786,0.8529,False,,,unavailable,0.7189,high,0.977,0.6627,0.4655,0.0,
214,-5.9484163,39.9310061,11.953,3.901,11.971,0.4635,0.9344,False,,,unavailable,0.8466,high,1.0,0.845,0.664,0.0,
215,-5.9505186,39.9310081,6.291,2.83,8.37,0.6281,0.9091,False,,,unavailable,0.7261,high,1.0,0.6659,0.4576,0.0,
216,-5.9482164,39.9309989,3.565,2.13,6.522,0.78,0.9444,True,,,unavailable,0.6473,medium,1.0,0.4415,0.4299,0.0,
217,-5.9509041,39.9310127,21.389,5.219,21.352,0.8893,0.8361,False,,,unavailable,0.4479,low,0.5896,0.3332,0.3924,0.0,
218,-5.9488682,39.9309952,2.516,1.79,4.864,0.7297,0.9231,False,,,unavailable,0.6331,medium,1.0,0.3142,0.5117,0.0,
219,-5.9516449,39.9309917,6.081,2.783,7.928,0.3371,0.9667,False,,,unavailable,0.8757,high,1.0,0.9438,0.6583,0.0,
220,-5.9506036,39.9309879,7.13,3.013,9.76,0.7906,0.8718,False,,,unavailable,0.697,medium,0.9405,0.7976,0.304,0.0,
221,-5.9500621,39.9309917,10.065,3.58,12.73,0.5249,0.8421,False,,,unavailable,0.6763,medium,0.7805,0.6556,0.5721,0.0,
222,-5.9490676,39.9309865,2.936,1.933,5.891,0.7206,0.9333,False,,,unavailable,0.6397,medium,1.0,0.3732,0.4737,0.0,
223,-5.9487265,39.9309801,21.808,5.269,18.65,0.701,0.8525,False,,,unavailable,0.5653,medium,0.7879,0.237,0.6267,0.0,
224,-5.950766,39.9309864,6.5,2.877,8.576,0.7086,0.8857,False,,,unavailable,0.6834,medium,1.0,0.5368,0.4502,0.0,
225,-5.948462,39.9309825,9.856,3.542,11.229,0.4669,0.9038,False,,,unavailable,0.7485,high,0.9823,0.6383,0.5781,0.0,
226,-5.9504725,39.930971,22.228,5.32,16.55,0.2091,0.9725,False,,,unavailable,0.6324,medium,1.0,0.135,0.6886,0.0,
227,-5.9500168,39.930966,12.582,4.002,12.619,0.272,0.9231,False,,,unavailable,0.8359,high,0.9929,0.8361,0.6472,0.0,
228,-5.9484163,39.9309672,13.42,4.134,12.965,0.5603,0.8649,False,,,unavailable,0.8391,high,1.0,0.9896,0.4954,0.0,
229,-5.9509383,39.9309615,12.791,4.036,12.239,0.5417,0.9683,False,,,unavailable,0.8417,high,1.0,0.986,0.5075,0.0,
230,-5.9490961,39.9309707,14.469,4.292,14.987,0.691,0.8846,False,,,unavailable,0.6851,medium,0.8095,0.7437,0.4771,0.0,
231,-5.9490501,39.9309621,5.871,2.734,7.928,0.3458,0.9655,False,,,unavailable,0.8157,high,1.0,0.7402,0.6699,0.0,
232,-5.9485042,39.9309646,28.728,6.048,21.715,0.6231,0.8562,False,,,unavailable,0.4822,medium,0.7656,0.0,0.6244,0.0,
233,-5.9487083,39.9309494,4.404,2.368,7.17,0.7758,0.9545,False,,,unavailable,0.6721,medium,1.0,0.5641,0.3868,0.0,
234,-5.9486749,39.930952,10.904,3.726,11.592,0.6766,0.9455,False,,,unavailable,0.9033,high,1.0,0.9953,0.6952,0.0,
235,-5.9484506,39.9309508,12.791,4.036,12.586,0.6008,0.9242,False,,,unavailable,0.8807,high,1.0,0.9375,0.6808,0.0,
236,-5.9483427,39.930952,13.63,4.166,13.06,0.4575,0.9286,False,,,unavailable,0.8753,high,1.0,0.9791,0.6218,0.0,
237,-5.950825,39.9309388,13.001,4.069,12.239,0.3353,0.9688,False,,,unavailable,0.8951,high,1.0,0.989,0.6753,0.0,
238,-5.9506721,39.9309355,10.904,3.726,11.323,0.449,0.9455,False,,,unavailable,0.8843,high,1.0,0.8925,0.7374,0.0,
239,-5.9502749,39.9309329,20.969,5.167,16.661,0.3906,0.9434,False,,,unavailable,0.6116,medium,0.9492,0.2863,0.5317,0.0,
240,-5.9509859,39.9309315,19.711,5.01,15.903,0.4118,0.9307,False,,,unavailable,0.6881,medium,0.9794,0.2954,0.7313,0.0,
241,-5.9485897,39.9309295,19.501,4.983,16.678,0.6242,0.9029,False,,,unavailable,0.7585,high,0.8811,0.7072,0.6627,0.0,
242,-5.9483649,39.9309251,13.42,4.134,12.508,0.4476,0.9552,False,,,unavailable,0.8888,high,1.0,0.9795,0.6647,0.0,
243,-5.9499608,39.9309253,18.453,4.847,20.04,0.708,0.8224,False,,,unavailable,0.5246,medium,0.5774,0.5632,0.4225,0.0,
244,-5.9498644,39.9309221,7.968,3.185,11.435,0.9331,0.9048,False,,,unavailable,0.6365,medium,0.7658,0.8302,0.2875,0.0,
245,-5.9489749,39.9309187,13.63,4.166,12.239,0.4169,0.9848,False,,,unavailable,0.8422,high,1.0,0.7997,0.6952,0.0,
246,-5.9504336,39.9309149,13.211,4.101,12.239,0.5008,0.9692,False,,,unavailable,0.8172,high,1.0,0.7833,0.6316,0.0,
247,-5.9507614,39.9309092,11.953,3.901,11.703,0.6669,0.9661,False,,,unavailable,0.8545,high,1.0,0.8703,0.664,0.0,
248,-5.9485669,39.9309068,9.227,3.427,10.676,0.7589,0.9565,False,,,unavailable,0.7337,high,1.0,0.5504,0.5975,0.0,
249,-5.9484603,39.9309107,13.63,4.166,12.508,0.4229,0.9559,False,,,unavailable,0.8753,high,1.0,0.9791,0.6218,0.0,
250,-5.9483142,39.9309109,12.162,3.935,12.697,0.6822,0.9062,False,,,unavailable,0.8023,high,0.948,0.7714,0.6583,0.0,
251,-5.9517352,39.9309084,2.936,1.933,5.433,0.5504,0.8235,False,,,unavailable,0.7396,high,1.0,0.693,0.4737,0.0,
252,-5.9505379,39.9309063,11.323,3.797,11.323,0.5852,0.9643,False,,,unavailable,0.904,high,1.0,0.9691,0.7236,0.0,
253,-5.9499092,39.9309239,34.39,6.617,25.885,0.8228,0.9111,False,,,unavailable,0.3642,low,0.645,0.0,0.3915,0.0,
254,-5.9485336,39.9309011,12.791,4.036,12.508,0.5482,0.9385,False,,,unavailable,0.7635,high,1.0,0.7892,0.4539,0.0,
255,-5.9517847,39.9308965,10.275,3.617,11.592,0.7542,0.9608,True,,,unavailable,0.9013,high,0.9609,0.9715,0.7596,0.0,
256,-5.9500645,39.9308951,20.131,5.063,17.466,0.6424,0.8649,False,,,unavailable,0.5987,medium,0.8292,0.3488,0.5721,0.0,
257,-5.9501821,39.9308911,16.775,4.622,14.071,0.6223,0.9877,False,,,unavailable,0.8415,high,1.0,0.7002,0.7927,0.0,
258,-5.948825,39.9308891,79.893,10.086,35.22,0.4929,0.9225,False,,,unavailable,0.546,medium,0.8094,0.0,0.7758,0.0,
259,-5.9490103,39.9308912,3.145,2.001,5.717,0.8215,0.9375,False,,,unavailable,0.7201,high,1.0,0.6467,0.4576,0.0,
260,-5.9482679,39.9308928,40.89,7.215,24.779,0.6406,0.9112,False,,,unavailable,0.5121,medium,0.8368,0.0,0.6346,0.0,
261,-5.9509032,39.9308819,19.082,4.929,14.987,0.4982,0.9681,False,,,unavailable,0.7148,high,1.0,0.3442,0.7432,0.0,
262,-5.9506886,39.9308835,10.694,3.69,11.323,0.5796,0.9444,False,,,unavailable,0.8473,high,1.0,0.8095,0.702,0.0,
263,-5.9484721,39.9308803,13.42,4.134,12.508,0.4508,0.9412,False,,,unavailable,0.8767,high,1.0,0.9789,0.6267,0.0,
264,-5.9500329,39.9308775,7.339,3.057,10.297,0.8822,0.875,False,,,unavailable,0.5705,medium,0.8699,0.358,0.4237,0.0,
265,-5.9483385,39.9308777,15.727,4.475,15.271,0.6843,0.8929,False,,,unavailable,0.7617,high,0.8474,0.8066,0.614,0.0,
266,-5.951717,39.9308748,19.501,4.983,20.168,0.87,0.8158,False,,,unavailable,0.4958,medium,0.6025,0.3437,0.5199,0.0,
267,-5.9509782,39.9308668,11.743,3.867,11.592,0.6049,0.9655,False,,,unavailable,0.843,high,1.0,0.8277,0.6699,0.0,
268,-5.950315,39.9308683,29.776,6.157,21.084,0.4993,0.9045,False,,,unavailable,0.5016,medium,0.8418,0.0,0.595,0.0,
269,-5.949973,39.9308568,14.049,4.229,13.898,0.6278,0.8375,False,,,unavailable,0.8411,high,0.9141,0.9449,0.6496,0.0,
270,-5.948226,39.9308703,15.517,4.445,14.166,0.6422,0.8916,True,,,unavailable,0.8884,high,0.9717,0.9338,0.7429,0.0,
271,-5.9516856,39.930855,1.887,1.55,3.774,0.6946,1.0,False,,,unavailable,0.7627,high,1.0,0.6498,0.5908,0.0,
272,-5.9483813,39.9308569,13.84,4.198,12.239,0.3755,1.0,False,,,unavailable,0.9236,high,1.0,0.9689,0.7866,0.0,
273,-5.9512551,39.9308581,2.936,1.933,5.606,0.7879,1.0,False,,,unavailable,0.6852,medium,1.0,0.5189,0.4737,0.0,
274,-5.9485527,39.9308521,22.437,5.345,16.55,0.2414,0.9817,False,,,unavailable,0.6059,medium,1.0,0.0323,0.7065,0.0,
275,-5.9486227,39.9308505,18.243,4.82,14.719,0.6476,0.9886,False,,,unavailable,0.7425,high,1.0,0.416,0.7601,0.0,
276,-5.9517423,39.9308435,16.566,4.593,15.477,0.4034,0.8876,False,,,unavailable,0.8085,high,0.869,0.8255,0.719,0.0,
277,-5.9501149,39.9308428,13.001,4.069,11.971,0.5299,1.0,False,,,unavailable,0.8839,high,1.0,0.9917,0.6367,0.0,
278,-5.9508937,39.930841,12.791,4.036,12.239,0.563,0.9683,False,,,unavailable,0.8364,high,1.0,0.7956,0.6808,0.0,
279,-5.9506208,39.9308396,39.213,7.066,24.322,0.178,0.8947,False,,,unavailable,0.5189,medium,0.833,0.0,0.6609,0.0,
280,-5.9504148,39.9308365,25.583,5.707,18.604,0.4074,0.9173,False,,,unavailable,0.599,medium,0.9288,0.0,0.8024,0.0,
281,-5.9499609,39.9308341,3.145,2.001,5.227,0.4899,1.0,False,,,unavailable,0.6763,medium,1.0,0.5064,0.4576,0.0,
282,-5.9494196,39.9308347,4.823,2.478,7.281,0.7379,0.9583,False,,,unavailable,0.7046,high,1.0,0.6853,0.3696,0.0,
283,-5.9512827,39.9308379,21.598,5.244,20.498,0.751,0.8175,False,,,unavailable,0.539,medium,0.646,0.4557,0.494,0.0,
284,-5.9495726,39.9308378,4.613,2.424,6.744,0.6373,0.8462,False,,,unavailable,0.72,high,1.0,0.7263,0.3779,0.0,
285,-5.9517804,39.9308367,5.662,2.685,8.039,0.7503,1.0,True,,,unavailable,0.7715,high,1.0,0.7865,0.4824,0.0,
286,-5.951091,39.9308311,13.42,4.134,12.619,0.4224,0.9697,False,,,unavailable,0.8387,high,1.0,0.7832,0.7006,0.0,
287,-5.9502672,39.9308318,13.42,4.134,12.887,0.4484,0.9552,False,,,unavailable,0.794,high,1.0,0.8978,0.4431,0.0,
288,-5.9501652,39.9308315,12.791,4.036,12.128,0.5197,0.9839,False,,,unavailable,0.9002,high,1.0,0.9999,0.6808,0.0,
289,-5.9506855,39.9308243,14.049,4.229,16.109,0.6797,0.859,False,,,unavailable,0.7225,high,0.6804,0.8831,0.6125,0.0,
290,-5.9499105,39.9308192,11.114,3.762,12.998,0.5489,0.8689,False,,,unavailable,0.7655,high,0.8266,0.9132,0.5444,0.0,
291,-5.9484871,39.9308228,12.582,4.002,12.887,0.5598,0.9091,False,,,unavailable,0.7835,high,0.952,0.907,0.4576,0.0,
292,-5.9512545,39.9308212,9.436,3.466,12.239,0.5146,0.8654,False,,,unavailable,0.743,high,0.7916,0.8368,0.5908,0.0,
293,-5.9500112,39.9308154,14.259,4.261,13.535,0.3264,0.9315,False,,,unavailable,0.8184,high,0.9782,0.7654,0.6797,0.0,
294,-5.9498404,39.9308166,5.662,2.685,8.576,0.8598,0.871,False,,,unavailable,0.6317,medium,0.9674,0.5194,0.3411,0.0,
295,-5.9512068,39.9308115,6.92,2.968,8.576,0.5222,0.9706,False,,,unavailable,0.8062,high,1.0,0.6898,0.6899,0.0,
296,-5.9507855,39.9308053,18.243,4.82,16.014,0.6001,0.8878,False,,,unavailable,0.6282,medium,0.894,0.3673,0.5701,0.0,
297,-5.9485465,39.9308084,13.211,4.101,12.128,0.4403,0.9844,False,,,unavailable,0.8935,high,1.0,0.9893,0.6699,0.0,
298,-5.9510509,39.9308024,14.888,4.354,13.155,0.498,0.9726,False,,,unavailable,0.8513,high,1.0,0.7658,0.7584,0.0,
299,-5.9502118,39.930804,9.017,3.388,10.565,0.8184,0.9348,False,,,unavailable,0.7359,high,1.0,0.6143,0.5406,0.0,
300,-5.9501681,39.9308007,13.42,4.134,12.776,0.6745,0.9552,False,,,unavailable,0.8711,high,1.0,0.9229,0.6647,0.0,
301,-5.9512903,39.9307979,10.485,3.654,11.497,0.5271,0.9434,False,,,unavailable,0.8103,high,0.9968,0.8362,0.5605,0.0,
302,-5.9510075,39.9307956,8.388,3.268,10.676,0.8271,0.9302,False,,,unavailable,0.6845,medium,0.9248,0.52,0.5605,0.0,
303,-5.9505331,39.9307919,33.132,6.495,20.547,0.555,0.9576,False,,,unavailable,0.6651,medium,0.9862,0.1856,0.7594,0.0,
304,-5.9504586,39.9307953,12.372,3.969,12.35,0.5205,0.9516,False,,,unavailable,0.8608,high,1.0,0.902,0.6527,0.0,
305,-5.950116,39.9307911,12.582,4.002,16.377,0.9061,0.7143,False,,,unavailable,0.6245,medium,0.5895,0.9675,0.3236,0.0,
306,-5.9500767,39.9307924,15.098,4.384,14.702,0.6984,0.8471,False,,,unavailable,0.7583,high,0.8777,0.7466,0.6267,0.0,
307,-5.9483432,39.9307951,23.276,5.444,17.688,0.6124,0.9328,False,,,unavailable,0.6421,medium,0.9348,0.219,0.7138,0.0,
308,-5.9502405,39.9307934,11.953,3.901,12.776,0.4483,0.8906,False,,,unavailable,0.8615,high,0.9202,0.9885,0.664,0.0,
309,-5.9490695,39.9307922,11.114,3.762,11.323,0.6961,0.9815,False,,,unavailable,0.8907,high,1.0,0.9616,0.6886,0.0,
310,-5.9484455,39.9307914,13.63,4.166,12.239,0.3328,0.9848,False,,,unavailable,0.9352,high,1.0,1.0,0.7927,0.0,
311,-5.9512321,39.9307895,19.921,5.036,19.631,0.6655,0.7983,False,,,unavailable,0.586,medium,0.6496,0.5503,0.5455,0.0,
312,-5.949412,39.9307883,9.436,3.466,12.082,0.5581,0.8491,False,,,unavailable,0.5967,medium,0.8123,0.5611,0.3737,0.0,
313,-5.9503453,39.9307787,9.856,3.542,11.212,0.6046,0.9216,False,,,unavailable,0.7865,high,0.9851,0.7566,0.5781,0.0,
314,-5.9507627,39.9307831,10.065,3.58,14.182,0.8569,0.7164,False,,,unavailable,0.4713,medium,0.6289,0.4978,0.2558,0.0,
315,-5.9485424,39.9307771,10.694,3.69,11.592,0.4372,0.9444,False,,,unavailable,0.846,high,1.0,0.8051,0.702,0.0,
316,-5.9508677,39.9307739,23.066,5.419,17.309,0.2351,0.9649,False,,,unavailable,0.6702,medium,0.9675,0.2868,0.6968,0.0,
317,-5.9503842,39.9307734,13.001,4.069,12.396,0.5402,0.9538,False,,,unavailable,0.8184,high,1.0,0.7436,0.6753,0.0,
318,-5.9502954,39.9307716,10.275,3.617,11.703,0.6822,0.9245,False,,,unavailable,0.7755,high,0.9428,0.8438,0.5064,0.0,
319,-5.9508147,39.9307698,13.63,4.166,12.508,0.4158,0.9701,False,,,unavailable,0.8906,high,1.0,0.9904,0.6595,0.0,
320,-5.9501182,39.9307623,9.017,3.388,10.297,0.6265,0.9556,False,,,unavailable,0.751,high,1.0,0.5989,0.6044,0.0,
321,-5.9493934,39.9307578,5.452,2.635,8.308,0.8237,0.9286,False,,,unavailable,0.8021,high,0.9927,0.884,0.4916,0.0,
322,-5.9487673,39.9307627,18.453,4.847,14.719,0.52,0.9778,False,,,unavailable,0.8905,high,1.0,0.8937,0.7558,0.0,
323,-5.9500108,39.9307592,9.227,3.427,11.703,0.6936,0.898,False,,,unavailable,0.691,medium,0.8466,0.5979,0.5975,0.0,
324,-5.9506801,39.9307429,5.033,2.531,8.655,0.8166,0.8276,False,,,unavailable,0.4778,medium,0.8443,0.5158,0.0,0.0,
325,-5.9507383,39.9307426,7.13,3.013,8.844,0.4283,0.9714,False,,,unavailable,0.7066,high,1.0,0.6311,0.4299,0.0,
326,-5.9487041,39.9307438,11.953,3.901,12.619,0.3629,0.9344,False,,,unavailable,0.8135,high,0.9433,0.8073,0.664,0.0,
327,-5.9482561,39.9307471,40.051,7.141,30.892,0.7081,0.8377,False,,,unavailable,0.3423,low,0.5274,0.0,0.4624,0.0,
328,-5.9509739,39.9307363,4.823,2.478,8.749,0.7665,0.7931,False,,,unavailable,0.4799,medium,0.7917,0.216,0.3696,0.0,
329,-5.9504104,39.9307407,15.308,4.415,13.803,0.5318,0.9605,False,,,unavailable,0.7995,high,1.0,0.6106,0.748,0.0,
330,-5.9503352,39.9307444,10.904,3.726,11.101,0.5151,1.0,False,,,unavailable,0.9101,high,1.0,0.9749,0.7374,0.0,
331,-5.950177,39.930741,14.049,4.229,12.508,0.3148,0.9853,False,,,unavailable,0.8245,high,1.0,0.7538,0.6848,0.0,
332,-5.9500343,39.9307435,12.372,3.969,13.518,0.7416,0.8082,False,,,unavailable,0.7557,high,0.8508,0.9357,0.4615,0.0,
333,-5.951034,39.9307359,12.791,4.036,12.239,0.4652,0.9531,False,,,unavailable,0.8821,high,1.0,0.942,0.6808,0.0,
334,-5.9504957,39.9307361,16.775,4.622,14.987,0.6215,0.9412,False,,,unavailable,0.7894,high,0.9386,0.6853,0.7145,0.0,
335,-5.9497862,39.930736,11.533,3.832,11.703,0.5787,0.9483,False,,,unavailable,0.8441,high,1.0,0.8252,0.676,0.0,
336,-5.9504534,39.9307329,10.275,3.617,12.413,0.7668,0.875,False,,,unavailable,0.641,medium,0.838,0.6875,0.3581,0.0,
337,-5.9506489,39.9307253,18.243,4.82,16.204,0.7254,0.9062,False,,,unavailable,0.7811,high,0.8732,0.7667,0.6852,0.0,
338,-5.9502986,39.9307262,11.323,3.797,12.965,0.7621,0.8438,False,,,unavailable,0.7518,high,0.8465,0.9076,0.4824,0.0,
339,-5.9498648,39.9307301,12.791,4.036,13.803,0.7238,0.8971,False,,,unavailable,0.7628,high,0.8437,0.7865,0.6419,0.0,
340,-5.9503706,39.930717,10.904,3.726,11.212,0.6734,0.963,False,,,unavailable,0.8194,high,1.0,0.8725,0.5496,0.0,
341,-5.951194,39.9307292,93.733,10.924,45.47,0.5416,0.9085,False,,,unavailable,0.2722,low,0.5697,0.0,0.1875,0.0,
342,-5.9503356,39.9307135,12.791,4.036,12.665,0.6337,0.9385,False,,,unavailable,0.8015,high,1.0,0.7228,0.6419,0.0,
343,-5.9499174,39.9307569,115.122,12.107,69.363,0.4807,0.6976,False,,,unavailable,0.1462,low,0.3007,0.0,0.107,0.0,
344,-5.9485035,39.9307119,20.76,5.141,16.092,0.5329,0.9167,False,,,unavailable,0.663,medium,1.0,0.187,0.7345,0.0,
345,-5.9508328,39.9306969,18.453,4.847,15.746,0.4431,0.9263,False,,,unavailable,0.8892,high,0.9353,0.9673,0.7558,0.0,
346,-5.9497438,39.9307011,3.145,2.001,5.449,0.2582,0.8824,False,,,unavailable,0.5986,medium,1.0,0.2578,0.4576,0.0,
347,-5.9485652,39.930706,7.339,3.057,9.381,0.3557,0.9211,False,,,unavailable,0.6952,medium,1.0,0.4254,0.5992,0.0,
348,-5.9517807,39.9306952,26.841,5.846,25.552,0.9457,0.7901,True,,,unavailable,0.2916,low,0.5166,0.0,0.3133,0.0,
349,-5.9516571,39.930692,10.485,3.654,10.787,0.5027,1.0,False,,,unavailable,0.8678,high,1.0,0.8679,0.709,0.0,
350,-5.9504555,39.9306951,13.84,4.198,13.345,0.5493,0.9167,False,,,unavailable,0.8511,high,0.9766,0.8969,0.6545,0.0,
351,-5.9510325,39.9306929,19.711,5.01,15.634,0.5161,0.9691,False,,,unavailable,0.6799,medium,1.0,0.2444,0.7313,0.0,
352,-5.9504924,39.9307005,6.081,2.783,8.085,0.7524,0.9667,False,,,unavailable,0.6352,medium,1.0,0.3671,0.4655,0.0,
353,-5.950189,39.9306916,14.888,4.354,13.155,0.3038,0.9595,False,,,unavailable,0.8619,high,1.0,0.7165,0.8414,0.0,
354,-5.9485379,39.9306906,11.953,3.901,12.871,0.5692,0.8769,False,,,unavailable,0.842,high,0.9067,0.9422,0.664,0.0,
355,-5.9486041,39.9306894,22.228,5.32,18.604,0.5921,0.9298,False,,,unavailable,0.5244,medium,0.807,0.0,0.7098,0.0,
356,-5.9517388,39.9306803,42.358,7.344,27.606,0.6572,0.886,False,,,unavailable,0.4024,low,0.6985,0.0,0.4496,0.0,
357,-5.9516011,39.9306813,9.227,3.427,10.408,0.644,0.9565,False,,,unavailable,0.8508,high,1.0,0.9251,0.5975,0.0,
358,-5.9505248,39.9306805,18.243,4.82,18.588,0.8422,0.8208,False,,,unavailable,0.5015,medium,0.6635,0.3838,0.4249,0.0,
359,-5.9502298,39.9306781,11.323,3.797,12.429,0.5355,0.9,False,,,unavailable,0.7852,high,0.9211,0.925,0.4824,0.0,
360,-5.9501135,39.9306814,5.242,2.584,7.66,0.8096,0.8621,False,,,unavailable,0.6314,medium,1.0,0.466,0.3545,0.0,
361,-5.9496524,39.9306787,9.436,3.466,11.055,0.7946,0.9184,False,,,unavailable,0.8469,high,0.9702,0.955,0.5908,0.0,
362,-5.9488035,39.9306819,85.345,10.424,38.504,0.4912,0.9292,False,,,unavailable,0.4654,medium,0.7234,0.0,0.6212,0.0,
363,-5.9483609,39.9306755,15.937,4.505,16.187,0.7811,0.7379,False,,,unavailable,0.7626,high,0.7643,0.9481,0.5751,0.0,
364,-5.9506754,39.9306717,10.904,3.726,10.944,0.5851,0.9811,False,,,unavailable,0.8126,high,1.0,0.6628,0.7374,0.0,
365,-5.9504135,39.9306751,14.259,4.261,12.508,0.2323,0.9855,False,,,unavailable,0.7962,high,1.0,0.5728,0.775,0.0,
366,-5.9502718,39.9306745,6.291,2.83,9.76,0.8924,0.8824,False,,,unavailable,0.5473,medium,0.8299,0.4321,0.3236,0.0,
367,-5.9499838,39.9306748,13.84,4.198,12.239,0.3755,1.0,False,,,unavailable,0.8454,high,1.0,0.7187,0.7866,0.0,
368,-5.9497918,39.9306719,9.646,3.505,10.676,0.6279,0.9388,False,,,unavailable,0.8851,high,1.0,0.8933,0.7392,0.0,
369,-5.950475,39.930665,10.694,3.69,11.592,0.6017,0.8947,False,,,unavailable,0.7776,high,1.0,0.7335,0.555,0.0,
370,-5.9516537,39.9306642,9.856,3.542,11.323,0.7105,0.94,False,,,unavailable,0.8265,high,0.9659,0.9076,0.5781,0.0,
371,-5.9511049,39.9306636,13.84,4.198,12.239,0.3755,1.0,False,,,unavailable,0.8989,high,1.0,0.89,0.7866,0.0,
372,-5.9509667,39.9306887,45.294,7.594,30.844,0.7825,0.8889,False,,,unavailable,0.2777,low,0.5983,0.0,0.1706,0.0,
373,-5.9503351,39.9306606,4.613,2.424,8.56,0.4924,0.7586,False,,,unavailable,0.5069,medium,0.7912,0.2948,0.3779,0.0,
374,-5.9498736,39.9306588,10.485,3.654,10.676,0.6438,1.0,False,,,unavailable,0.8931,high,1.0,0.9489,0.709,0.0,
375,-5.9500892,39.9306499,28.099,5.981,25.237,0.685,0.8272,False,,,unavailable,0.2756,low,0.5544,0.0,0.2165,0.0,
376,-5.948298,39.9306549,12.372,3.969,12.508,0.5726,0.9365,False,,,unavailable,0.7964,high,0.9938,0.8401,0.516,0.0,
377,-5.9516058,39.9306559,9.856,3.542,12.491,0.6896,0.8103,False,,,unavailable,0.758,high,0.7937,0.9561,0.5171,0.0,
378,-5.9503581,39.9306488,8.807,3.349,11.971,0.6843,0.8571,False,,,unavailable,0.5798,medium,0.7723,0.5417,0.3868,0.0,
379,-5.9501444,39.9306553,3.355,2.067,5.986,0.8178,1.0,False,,,unavailable,0.5281,medium,1.0,0.0469,0.4431,0.0,
380,-5.9483384,39.9306499,13.211,4.101,12.887,0.5269,0.9403,False,,,unavailable,0.8645,high,0.9996,0.8605,0.7062,0.0,
381,-5.9503168,39.9306455,9.227,3.427,12.05,0.7453,0.8462,False,,,unavailable,0.6542,medium,0.7985,0.7572,0.3779,0.0,
382,-5.9492805,39.9306415,2.726,1.863,5.07,0.7297,0.9286,False,,,unavailable,0.5339,medium,1.0,0.0168,0.4916,0.0,
383,-5.9502603,39.9306444,13.211,4.101,12.776,0.6869,0.9403,False,,,unavailable,0.8437,high,1.0,0.8298,0.6699,0.0,
384,-5.951247,39.9306442,92.685,10.863,44.665,0.7182,0.8805,False,,,unavailable,0.368,low,0.5838,0.0,0.4769,0.0,
